months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
338,47,2008-01-25,OH,250/500,2000,1486.04,0,FEMALE,ASSOCIATE,ARMED-FORCES,BOARD-GAMES,OWN-CHILD,0,-56200,2015-01-14,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,OH,NORTHBROOK,1,3,NO,2,3,,64100,12820,6410,44870,DODGE,RAM,2014,Y
261,46,2000-09-10,IN,100/300,1000,870.55,0,MALE,PHD,PROF-SPECIALTY,CAMPING,UNMARRIED,0,-49400,2015-01-27,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,SC,SPRINGFIELD,19,1,,0,3,,80280,13380,13380,53520,CHEVROLET,TAHOE,2013,N
321,44,2008-04-23,IL,500/1000,2000,1344.56,6000000,MALE,ASSOCIATE,MACHINE-OP-INSPCT,HIKING,HUSBAND,0,-39100,2015-02-12,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,NY,NORTHBEND,7,1,,1,2,NO,4680,520,0,4160,ACCURA,MDX,1999,N
0,32,2011-02-18,OH,500/1000,1000,1377.04,0,MALE,COLLEGE,TECH-SUPPORT,BASE-JUMPING,WIFE,61400,-41100,2015-01-17,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NY,SPRINGFIELD,6,4,,1,1,NO,39720,6620,6620,26480,ACCURA,MDX,2002,N
405,58,2012-04-24,IL,250/500,500,1237.88,0,MALE,MD,EXEC-MANAGERIAL,EXERCISE,NOT-IN-FAMILY,0,-46900,2015-01-13,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,NY,ARLINGTON,11,1,,0,0,,63580,5780,5780,52020,MERCEDES,ML350,1997,Y
304,49,2001-09-25,IN,100/300,1000,1525.86,0,FEMALE,PHD,CRAFT-REPAIR,CAMPING,OWN-CHILD,0,0,2015-01-21,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,NC,NORTHBEND,2,1,YES,1,1,YES,73370,13340,6670,53360,SAAB,95,2013,N
1,29,2006-05-24,OH,500/1000,500,854.58,0,FEMALE,JD,CRAFT-REPAIR,PAINTBALL,OTHER-RELATIVE,52200,0,2015-01-01,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBROOK,15,1,,2,3,YES,86790,7890,23670,55230,HONDA,CRV,2003,N
26,39,1992-01-30,IN,250/500,1000,770.76,0,MALE,MASTERS,TECH-SUPPORT,SLEEPING,HUSBAND,0,-53700,2015-02-18,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,WV,COLUMBUS,0,1,NO,0,2,,49800,9960,4980,34860,MERCEDES,ML350,2015,N
202,38,2009-01-24,IL,100/300,2000,1132.74,0,FEMALE,ASSOCIATE,ARMED-FORCES,EXERCISE,HUSBAND,0,-37500,2015-02-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,WV,HILLSDALE,12,1,YES,1,1,NO,77440,7040,14080,56320,NISSAN,ULTIMA,2005,N
289,48,1995-08-29,IL,500/1000,500,1173.37,8000000,FEMALE,PHD,HANDLERS-CLEANERS,BOARD-GAMES,OWN-CHILD,0,-42700,2015-01-09,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,SC,SPRINGFIELD,1,1,,1,0,,42900,8580,0,34320,ACCURA,TL,1999,N
61,26,2011-07-31,OH,100/300,2000,1188.28,6000000,FEMALE,JD,FARMING-FISHING,SKYDIVING,WIFE,0,-53800,2015-02-14,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,VA,HILLSDALE,16,2,YES,1,0,NO,53820,11960,5980,35880,FORD,F150,2015,Y
334,46,2013-01-05,IL,100/300,1000,876.88,6000000,MALE,MD,SALES,READING,OTHER-RELATIVE,0,0,2015-01-03,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,WV,HILLSDALE,2,1,NO,2,1,NO,57330,12740,6370,38220,JEEP,GRAND CHEROKEE,1998,N
12,24,1994-11-18,IL,500/1000,1000,1143.95,0,FEMALE,PHD,TECH-SUPPORT,PAINTBALL,OTHER-RELATIVE,51400,0,2015-02-04,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NY,RIVERWOOD,13,3,NO,2,1,,53370,5930,5930,41510,NISSAN,ULTIMA,2011,N
86,29,2014-08-30,IL,100/300,2000,1409.06,0,MALE,HIGH SCHOOL,PROF-SPECIALTY,YACHTING,HUSBAND,74200,-68100,2015-01-30,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,NY,NORTHBROOK,0,1,NO,2,2,YES,62920,9680,14520,38720,ACCURA,MDX,2005,N
83,24,2006-01-01,IN,500/1000,1000,1070.63,0,FEMALE,HIGH SCHOOL,MACHINE-OP-INSPCT,BOARD-GAMES,UNMARRIED,0,0,2015-02-20,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,ARLINGTON,0,3,,0,1,NO,61600,6160,12320,43120,HONDA,CRV,2003,N
126,30,1998-09-10,IL,500/1000,2000,916.13,0,MALE,COLLEGE,SALES,GOLF,UNMARRIED,55300,-58400,2015-01-07,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,NY,NORTHBEND,16,3,YES,2,0,NO,74160,6180,12360,55620,MERCEDES,E400,2002,N
209,38,2010-01-28,OH,250/500,500,1191.5,0,MALE,HIGH SCHOOL,PRIV-HOUSE-SERV,READING,HUSBAND,38600,-52900,2015-01-31,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,WV,ARLINGTON,8,1,NO,2,0,,80100,8900,8900,62300,AUDI,A3,2015,N
283,48,2003-01-04,OH,500/1000,1000,1474.66,0,FEMALE,JD,SALES,PAINTBALL,HUSBAND,0,-46200,2015-02-17,PARKED CAR,,TRIVIAL DAMAGE,POLICE,NY,HILLSDALE,9,1,,2,3,NO,6560,820,820,4920,VOLKSWAGEN,JETTA,2003,N
194,34,2004-05-24,IL,250/500,1000,1193.45,0,MALE,JD,OTHER-SERVICE,HIKING,NOT-IN-FAMILY,0,0,2015-01-24,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,NORTHBEND,11,1,,2,1,YES,58800,11760,5880,41160,NISSAN,PATHFINDER,1997,N
184,38,1994-09-12,IL,250/500,1000,1437.53,0,FEMALE,COLLEGE,TRANSPORT-MOVING,CHESS,NOT-IN-FAMILY,0,0,2015-02-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,AMBULANCE,PA,NORTHBROOK,6,3,,0,2,NO,53730,11940,5970,35820,DODGE,RAM,2013,Y
479,60,1997-07-07,IL,100/300,2000,1304.83,0,FEMALE,COLLEGE,OTHER-SERVICE,CROSS-FIT,HUSBAND,0,0,2015-01-09,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,NY,ARLINGTON,18,1,NO,0,0,NO,60600,5050,10100,45450,HONDA,CIVIC,2001,N
284,48,1991-03-01,OH,250/500,1000,1168.8,0,FEMALE,JD,TECH-SUPPORT,MOVIES,OTHER-RELATIVE,0,-42400,2015-02-28,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NY,NORTHBROOK,11,1,,0,3,YES,35750,6500,3250,26000,MERCEDES,E400,2001,N
65,27,2001-09-29,IN,100/300,1000,1164.97,0,FEMALE,COLLEGE,ADM-CLERICAL,EXERCISE,WIFE,43000,-42500,2015-01-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,WV,ARLINGTON,17,1,,1,2,YES,42840,3570,7140,32130,CHEVROLET,SILVERADO,2004,N
222,39,2012-01-10,IL,250/500,1000,1232.72,0,MALE,HIGH SCHOOL,ARMED-FORCES,HIKING,OWN-CHILD,87800,-51200,2015-02-09,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,SC,SPRINGFIELD,21,3,,1,0,NO,87960,14660,14660,58640,JEEP,WRANGLER,1999,Y
196,41,2001-07-05,IL,250/500,2000,1800.76,0,MALE,JD,PROTECTIVE-SERV,CAMPING,OTHER-RELATIVE,0,-78600,2015-01-14,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,SC,HILLSDALE,0,3,NO,1,0,NO,47800,4780,4780,38240,JEEP,GRAND CHEROKEE,2009,N
253,43,1991-08-07,IL,500/1000,500,1187.01,7000000,FEMALE,ASSOCIATE,TECH-SUPPORT,EXERCISE,UNMARRIED,46300,-33000,2015-02-02,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,NY,NORTHBROOK,9,1,NO,0,1,,3840,640,640,2560,CHEVROLET,TAHOE,2014,N
280,43,2012-07-24,IN,100/300,1000,1559.34,0,MALE,JD,TRANSPORT-MOVING,HIKING,OWN-CHILD,0,-51600,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,RIVERWOOD,1,1,NO,0,2,,77000,14000,7000,56000,ACCURA,RSX,2004,N
5,26,2014-07-27,IL,250/500,2000,1137.02,0,FEMALE,PHD,FARMING-FISHING,SKYDIVING,NOT-IN-FAMILY,31500,0,2015-01-25,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,SPRINGFIELD,22,1,YES,1,3,,88110,16020,16020,56070,AUDI,A5,2003,N
220,42,1994-08-08,IN,100/300,1000,1281.72,0,MALE,COLLEGE,FARMING-FISHING,HIKING,OTHER-RELATIVE,33500,-49500,2015-02-13,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,NORTHBEND,20,4,NO,0,2,YES,47740,4340,4340,39060,HONDA,CIVIC,2005,N
85,30,2001-12-09,OH,100/300,1000,796.35,0,FEMALE,MD,CRAFT-REPAIR,VIDEO-GAMES,OWN-CHILD,72400,-77000,2015-02-20,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,NORTHBEND,9,3,YES,2,1,YES,58960,5360,10720,42880,FORD,F150,2004,N
266,46,1990-03-14,OH,250/500,500,1270.02,0,FEMALE,ASSOCIATE,TECH-SUPPORT,SKYDIVING,OWN-CHILD,0,-45800,2015-01-08,PARKED CAR,,MINOR DAMAGE,POLICE,NC,NORTHBROOK,5,1,NO,1,2,,2160,480,240,1440,TOYOTA,COROLLA,2004,N
41,26,2006-03-28,IL,100/300,1000,1383.13,0,FEMALE,JD,PROF-SPECIALTY,EXERCISE,OWN-CHILD,46700,0,2015-02-28,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,SC,RIVERWOOD,12,1,YES,1,1,,6890,530,1060,5300,JEEP,GRAND CHEROKEE,1997,N
316,45,2013-12-23,IL,100/300,2000,1290.74,5000000,FEMALE,HIGH SCHOOL,PROF-SPECIALTY,KAYAKING,HUSBAND,58300,0,2015-02-12,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,VA,SPRINGFIELD,6,3,NO,2,0,YES,78870,7170,14340,57360,SUBURU,LEGACY,2013,N
285,47,1991-09-30,IN,100/300,1000,1216.68,0,FEMALE,MASTERS,SALES,BASKETBALL,OTHER-RELATIVE,55100,0,2015-01-06,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,SC,COLUMBUS,8,1,NO,1,1,NO,2700,300,300,2100,FORD,F150,2013,N
379,54,2001-12-27,IL,100/300,500,1251.16,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,KAYAKING,NOT-IN-FAMILY,41400,0,2015-02-15,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,WV,RIVERWOOD,14,1,,0,1,NO,75960,6330,6330,63300,JEEP,GRAND CHEROKEE,2010,N
15,34,2005-04-07,IN,250/500,2000,1586.41,0,FEMALE,HIGH SCHOOL,SALES,VIDEO-GAMES,OTHER-RELATIVE,33500,-58900,2015-01-20,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,WV,NORTHBROOK,10,1,YES,1,3,,75570,6870,13740,54960,BMW,X5,2010,Y
354,48,2003-04-08,IL,500/1000,2000,1526.11,5000000,FEMALE,MASTERS,SALES,EXERCISE,UNMARRIED,0,0,2015-01-03,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,SC,COLUMBUS,12,1,,2,3,YES,90240,15040,15040,60160,CHEVROLET,MALIBU,1995,N
342,53,2005-11-14,IN,100/300,1000,1028.44,0,FEMALE,COLLEGE,PROF-SPECIALTY,DANCING,NOT-IN-FAMILY,0,0,2015-01-26,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,SPRINGFIELD,12,1,,0,0,NO,80960,14720,7360,58880,ACCURA,MDX,2000,N
169,38,2005-01-07,IL,100/300,1000,1555.94,0,MALE,PHD,CRAFT-REPAIR,SKYDIVING,OWN-CHILD,23300,0,2015-01-25,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,VA,RIVERWOOD,12,3,NO,1,3,YES,79080,6590,13180,59310,MERCEDES,C300,2012,N
339,49,1994-02-14,IN,500/1000,2000,1570.77,0,MALE,JD,ADM-CLERICAL,PAINTBALL,NOT-IN-FAMILY,98800,-65300,2015-01-18,VEHICLE THEFT,,MINOR DAMAGE,,SC,COLUMBUS,13,1,NO,0,3,NO,6820,1240,620,4960,MERCEDES,ML350,2009,N
259,42,1996-01-23,OH,100/300,2000,1170.53,0,FEMALE,PHD,ARMED-FORCES,SLEEPING,WIFE,65000,-49200,2015-01-12,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,WV,NORTHBEND,17,3,NO,1,2,YES,62590,5690,11380,45520,NISSAN,PATHFINDER,2006,N
65,23,1999-12-12,OH,250/500,1000,1099.95,0,FEMALE,COLLEGE,SALES,DANCING,WIFE,0,-71900,2015-01-15,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,NY,ARLINGTON,14,1,NO,1,0,YES,52400,6550,6550,39300,ACCURA,MDX,2005,Y
254,46,2004-07-15,IL,250/500,2000,1472.43,0,MALE,MD,TECH-SUPPORT,BASKETBALL,HUSBAND,0,-90600,2015-01-10,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,WV,ARLINGTON,3,3,,1,3,YES,63580,5780,11560,46240,VOLKSWAGEN,JETTA,2004,N
440,55,2012-11-07,IL,250/500,500,1275.62,0,FEMALE,ASSOCIATE,PRIV-HOUSE-SERV,READING,OTHER-RELATIVE,0,-56200,2015-01-23,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,NY,RIVERWOOD,18,3,YES,2,1,NO,61400,6140,6140,49120,NISSAN,ULTIMA,1995,N
478,63,2009-06-29,IL,250/500,1000,1292.3,0,MALE,HIGH SCHOOL,ADM-CLERICAL,PAINTBALL,OWN-CHILD,47600,0,2015-02-21,PARKED CAR,,MINOR DAMAGE,,VA,NORTHBEND,5,1,YES,1,3,NO,4700,940,470,3290,DODGE,NEON,2007,Y
230,44,2000-06-26,IN,250/500,2000,1009.37,0,FEMALE,COLLEGE,PROF-SPECIALTY,HIKING,OTHER-RELATIVE,45400,-39400,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,SC,RIVERWOOD,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N
138,30,2002-01-09,OH,500/1000,500,1093.07,4000000,FEMALE,PHD,OTHER-SERVICE,READING,WIFE,27700,-72400,2015-01-06,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,VA,HILLSDALE,0,1,,2,2,NO,83160,6930,13860,62370,VOLKSWAGEN,JETTA,2011,N
239,41,2013-11-11,OH,250/500,1000,1325.44,7000000,FEMALE,JD,FARMING-FISHING,PAINTBALL,OTHER-RELATIVE,51400,-6300,2015-02-18,PARKED CAR,,TRIVIAL DAMAGE,POLICE,NC,ARLINGTON,22,1,,0,2,YES,10790,1660,830,8300,MERCEDES,E400,2013,N
93,31,2008-01-14,IL,100/300,2000,1017.18,0,FEMALE,MD,PROF-SPECIALTY,PAINTBALL,HUSBAND,0,0,2015-02-17,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,NC,ARLINGTON,21,3,YES,1,3,NO,48070,8740,8740,30590,SAAB,92X,2014,N
37,25,2003-03-04,OH,100/300,1000,1221.17,0,FEMALE,MASTERS,PROTECTIVE-SERV,GOLF,NOT-IN-FAMILY,49300,0,2015-01-24,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,SC,NORTHBROOK,4,3,YES,0,0,YES,51030,5670,11340,34020,SUBURU,IMPREZA,1996,N
254,40,1994-06-07,IN,100/300,500,1927.87,0,MALE,MD,PROF-SPECIALTY,YACHTING,HUSBAND,0,0,2015-01-21,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,VA,ARLINGTON,10,1,YES,0,1,,43280,0,5410,37870,HONDA,CIVIC,1996,Y
131,29,2013-07-04,IN,250/500,1000,978.27,0,FEMALE,ASSOCIATE,SALES,PAINTBALL,OWN-CHILD,65700,0,2015-02-03,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,SC,HILLSDALE,5,1,,1,3,NO,76400,15280,7640,53480,SUBURU,FORRESTOR,2003,N
230,43,2002-06-30,IN,100/300,2000,1221.14,0,MALE,MD,PROF-SPECIALTY,BOARD-GAMES,WIFE,48100,0,2015-01-07,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,VA,HILLSDALE,13,1,,0,2,,75460,13720,13720,48020,AUDI,A5,2002,N
313,50,2004-06-30,OH,100/300,2000,1255.62,0,MALE,MD,ARMED-FORCES,POLO,UNMARRIED,0,0,2015-02-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,OH,NORTHBROOK,18,3,YES,2,1,YES,69000,13800,6900,48300,FORD,F150,1995,Y
210,38,1998-12-19,IN,250/500,500,999.52,0,MALE,JD,TECH-SUPPORT,GOLF,OTHER-RELATIVE,0,0,2015-01-13,VEHICLE THEFT,,MINOR DAMAGE,POLICE,VA,SPRINGFIELD,6,1,,1,2,NO,8640,1440,720,6480,ACCURA,TL,2008,N
101,29,2014-08-31,OH,250/500,500,1380.89,0,MALE,PHD,ARMED-FORCES,DANCING,OWN-CHILD,30000,-53000,2015-02-28,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,SC,ARLINGTON,0,3,,2,1,,67210,12220,12220,42770,BMW,X6,1996,N
153,37,2005-11-10,IN,500/1000,500,1010.77,0,MALE,HIGH SCHOOL,TRANSPORT-MOVING,BASKETBALL,UNMARRIED,52300,-55600,2015-01-16,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,NC,ARLINGTON,5,3,,0,3,NO,42500,4250,4250,34000,VOLKSWAGEN,JETTA,1999,N
337,53,2000-05-04,OH,100/300,500,1205.86,0,MALE,ASSOCIATE,ARMED-FORCES,BASKETBALL,WIFE,0,-34600,2015-02-01,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,ARLINGTON,8,1,YES,0,1,NO,86400,14400,7200,64800,ACCURA,RSX,2001,N
360,51,2001-11-26,IL,500/1000,1000,1526.61,0,MALE,MASTERS,HANDLERS-CLEANERS,CHESS,NOT-IN-FAMILY,0,-32900,2015-01-30,VEHICLE THEFT,,MINOR DAMAGE,POLICE,SC,HILLSDALE,5,1,YES,2,2,,4620,840,840,2940,DODGE,RAM,2009,Y
428,53,2014-05-06,IL,100/300,1000,1496.44,0,FEMALE,HIGH SCHOOL,TECH-SUPPORT,CAMPING,UNMARRIED,0,0,2015-02-16,PARKED CAR,,TRIVIAL DAMAGE,POLICE,NC,SPRINGFIELD,9,1,YES,2,2,NO,6930,630,1260,5040,HONDA,CRV,2013,N
204,40,1991-01-27,IL,100/300,500,1256.2,0,FEMALE,JD,SALES,HIKING,NOT-IN-FAMILY,0,0,2015-01-07,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,SC,NORTHBEND,10,3,YES,1,2,YES,41700,8340,8340,25020,SAAB,95,2013,N
364,51,1992-04-28,IL,100/300,500,1268.35,0,MALE,MASTERS,TRANSPORT-MOVING,BOARD-GAMES,WIFE,0,0,2015-01-10,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,NY,NORTHBROOK,16,1,YES,2,1,NO,77330,14060,14060,49210,VOLKSWAGEN,JETTA,2014,Y
185,35,2000-03-04,IN,500/1000,2000,1421.59,0,MALE,COLLEGE,OTHER-SERVICE,SLEEPING,OWN-CHILD,0,0,2015-01-31,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,WV,ARLINGTON,8,1,,2,3,YES,4950,900,450,3600,FORD,F150,2011,N
63,26,1995-10-12,IL,500/1000,500,1500.04,6000000,MALE,PHD,CRAFT-REPAIR,POLO,OWN-CHILD,0,-36500,2015-02-13,VEHICLE THEFT,,MINOR DAMAGE,POLICE,NC,NORTHBROOK,5,1,NO,0,2,YES,5160,860,860,3440,ACCURA,TL,2004,N
210,35,2014-04-25,IL,100/300,500,1433.24,0,FEMALE,COLLEGE,EXEC-MANAGERIAL,YACHTING,NOT-IN-FAMILY,0,-19500,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,RIVERWOOD,11,3,NO,2,1,,24570,2730,2730,19110,SAAB,95,2006,Y
194,38,2011-01-26,IN,100/300,2000,1231.25,0,FEMALE,PHD,CRAFT-REPAIR,MOVIES,NOT-IN-FAMILY,46500,0,2015-01-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,WV,ARLINGTON,15,3,,1,0,,53680,4880,9760,39040,TOYOTA,CAMRY,2011,N
294,49,1996-01-26,IN,500/1000,500,1135.43,0,MALE,MASTERS,FARMING-FISHING,BUNGIE-JUMPING,OWN-CHILD,22700,0,2015-02-04,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,WV,COLUMBUS,23,3,YES,1,1,YES,42900,3900,3900,35100,CHEVROLET,MALIBU,2010,N
272,41,1991-04-08,OH,250/500,2000,945.73,5000000,MALE,MD,PROTECTIVE-SERV,CHESS,WIFE,38600,-42800,2015-02-04,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,ARLINGTON,23,1,NO,0,0,NO,84100,16820,8410,58870,FORD,ESCAPE,2009,Y
27,27,2002-06-29,IN,100/300,2000,1118.76,0,FEMALE,COLLEGE,ADM-CLERICAL,DANCING,OWN-CHILD,0,-55800,2015-02-26,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,NORTHBROOK,23,1,,1,3,,61560,6840,6840,47880,FORD,FUSION,2008,N
251,39,1999-04-09,IN,500/1000,2000,1231.98,0,FEMALE,ASSOCIATE,OTHER-SERVICE,HIKING,NOT-IN-FAMILY,0,-31700,2015-01-08,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NY,HILLSDALE,10,1,YES,0,0,,44240,5530,5530,33180,DODGE,RAM,1997,N
180,33,2009-04-19,IN,500/1000,2000,1005.47,0,FEMALE,JD,PROTECTIVE-SERV,HIKING,OWN-CHILD,58100,-49000,2015-02-15,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,VA,COLUMBUS,12,4,,2,3,YES,57700,11540,5770,40390,JEEP,GRAND CHEROKEE,2002,N
392,50,1991-08-22,OH,100/300,2000,1108.97,0,FEMALE,PHD,EXEC-MANAGERIAL,EXERCISE,NOT-IN-FAMILY,68400,-66800,2015-01-14,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,WV,SPRINGFIELD,4,1,NO,2,2,YES,108030,16620,16620,74790,SAAB,92X,2002,N
143,30,1991-11-28,IN,100/300,500,1392.39,5000000,FEMALE,HIGH SCHOOL,EXEC-MANAGERIAL,DANCING,UNMARRIED,0,-65700,2015-01-12,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,RIVERWOOD,16,1,NO,2,0,YES,54300,10860,5430,38010,TOYOTA,HIGHLANDER,2010,N
371,54,2012-04-27,IN,100/300,2000,1317.97,0,MALE,HIGH SCHOOL,CRAFT-REPAIR,MOVIES,WIFE,34700,-81000,2015-01-18,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,COLUMBUS,18,3,,1,2,,32280,5380,5380,21520,FORD,FUSION,2010,Y
292,42,2007-03-04,IN,250/500,1000,1588.22,0,MALE,JD,MACHINE-OP-INSPCT,CAMPING,OTHER-RELATIVE,0,-53800,2015-01-15,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,WV,RIVERWOOD,15,3,YES,1,1,NO,84600,16920,8460,59220,CHEVROLET,MALIBU,2007,N
165,35,2012-12-31,IL,250/500,500,900.02,6000000,MALE,COLLEGE,CRAFT-REPAIR,CAMPING,OWN-CHILD,0,-49900,2015-02-24,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,SC,SPRINGFIELD,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 SERIES,2008,N
158,33,2013-12-21,OH,100/300,1000,1744.64,3000000,MALE,JD,PROF-SPECIALTY,MOVIES,UNMARRIED,0,0,2015-02-07,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,SPRINGFIELD,4,3,NO,0,1,NO,36400,3640,7280,25480,VOLKSWAGEN,JETTA,1998,N
241,39,2005-04-28,OH,250/500,1000,1260.56,0,FEMALE,JD,ADM-CLERICAL,PAINTBALL,OWN-CHILD,0,-54900,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBROOK,20,3,NO,0,2,YES,37520,4690,4690,28140,JEEP,WRANGLER,2010,N
103,33,1994-09-17,OH,500/1000,2000,1021.14,0,FEMALE,MASTERS,OTHER-SERVICE,PAINTBALL,WIFE,69500,-47700,2015-01-19,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NY,NORTHBEND,1,3,NO,2,3,,79090,14380,14380,50330,DODGE,RAM,2014,N
402,54,2003-08-16,OH,250/500,2000,1285.09,0,MALE,JD,FARMING-FISHING,BOARD-GAMES,NOT-IN-FAMILY,48000,-79600,2015-02-28,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,NY,SPRINGFIELD,19,1,NO,0,2,YES,67770,7530,15060,45180,MERCEDES,ML350,2013,Y
