months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
253,43,1991-08-07,IL,500/1000,500,1187.01,7000000,FEMALE,ASSOCIATE,TECH-SUPPORT,EXERCISE,UNMARRIED,46300,-33000,2015-02-02,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NY,NORTHBROOK,9,1,NO,0,1,NO,3840,640,640,2560,CHEVROLET,TAHOE,2014,0
280,43,2012-07-24,IN,100/300,1000,1559.34,0,MALE,JD,TRANSPORT-MOVING,HIKING,OWN-CHILD,0,-51600,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,RIVERWOOD,1,1,NO,0,2,NO,77000,14000,7000,56000,ACCURA,RSX,2004,0
5,26,2014-07-27,IL,250/500,2000,1137.02,0,FEMALE,PHD,FARMING-FISHING,SKYDIVING,NOT-IN-FAMILY,31500,0,2015-01-25,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,SPRINGFIELD,22,1,YES,1,3,NO,88110,16020,16020,56070,AUDI,A5,2003,0
220,42,1994-08-08,IN,100/300,1000,1281.72,0,MALE,COLLEGE,FARMING-FISHING,HIKING,OTHER-RELATIVE,33500,-49500,2015-02-13,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,NORTHBEND,20,4,NO,0,2,YES,47740,4340,4340,39060,HONDA,CIVIC,2005,0
85,30,2001-12-09,OH,100/300,1000,796.35,0,FEMALE,MD,CRAFT-REPAIR,VIDEO-GAMES,OWN-CHILD,72400,-77000,2015-02-20,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,NORTHBEND,9,3,YES,2,1,YES,58960,5360,10720,42880,FORD,F150,2004,0
266,46,1990-03-14,OH,250/500,500,1270.02,0,FEMALE,ASSOCIATE,TECH-SUPPORT,SKYDIVING,OWN-CHILD,0,-45800,2015-01-08,PARKED CAR,REAR COLLISION,MINOR DAMAGE,POLICE,NC,NORTHBROOK,5,1,NO,1,2,NO,2160,480,240,1440,TOYOTA,COROLLA,2004,0
41,26,2006-03-28,IL,100/300,1000,1383.13,0,FEMALE,JD,PROF-SPECIALTY,EXERCISE,OWN-CHILD,46700,0,2015-02-28,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,RIVERWOOD,12,1,YES,1,1,NO,6890,530,1060,5300,JEEP,GRAND CHEROKEE,1997,0
316,45,2013-12-23,IL,100/300,2000,1290.74,5000000,FEMALE,HIGH SCHOOL,PROF-SPECIALTY,KAYAKING,HUSBAND,58300,0,2015-02-12,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,VA,SPRINGFIELD,6,3,NO,2,0,YES,78870,7170,14340,57360,SUBURU,LEGACY,2013,0
285,47,1991-09-30,IN,100/300,1000,1216.68,0,FEMALE,MASTERS,SALES,BASKETBALL,OTHER-RELATIVE,55100,0,2015-01-06,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,COLUMBUS,8,1,NO,1,1,NO,2700,300,300,2100,FORD,F150,2013,0
379,54,2001-12-27,IL,100/300,500,1251.16,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,KAYAKING,NOT-IN-FAMILY,41400,0,2015-02-15,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,WV,RIVERWOOD,14,1,NO,0,1,NO,75960,6330,6330,63300,JEEP,GRAND CHEROKEE,2010,0
15,34,2005-04-07,IN,250/500,2000,1586.41,0,FEMALE,HIGH SCHOOL,SALES,VIDEO-GAMES,OTHER-RELATIVE,33500,-58900,2015-01-20,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,WV,NORTHBROOK,10,1,YES,1,3,NO,75570,6870,13740,54960,BMW,X5,2010,1
354,48,2003-04-08,IL,500/1000,2000,1526.11,5000000,FEMALE,MASTERS,SALES,EXERCISE,UNMARRIED,0,0,2015-01-03,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,SC,COLUMBUS,12,1,NO,2,3,YES,90240,15040,15040,60160,CHEVROLET,MALIBU,1995,0
342,53,2005-11-14,IN,100/300,1000,1028.44,0,FEMALE,COLLEGE,PROF-SPECIALTY,DANCING,NOT-IN-FAMILY,0,0,2015-01-26,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,SPRINGFIELD,12,1,NO,0,0,NO,80960,14720,7360,58880,ACCURA,MDX,2000,0
169,38,2005-01-07,IL,100/300,1000,1555.94,0,MALE,PHD,CRAFT-REPAIR,SKYDIVING,OWN-CHILD,23300,0,2015-01-25,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,VA,RIVERWOOD,12,3,NO,1,3,YES,79080,6590,13180,59310,MERCEDES,C300,2012,0
339,49,1994-02-14,IN,500/1000,2000,1570.77,0,MALE,JD,ADM-CLERICAL,PAINTBALL,NOT-IN-FAMILY,98800,-65300,2015-01-18,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,SC,COLUMBUS,13,1,NO,0,3,NO,6820,1240,620,4960,MERCEDES,ML350,2009,0
259,42,1996-01-23,OH,100/300,2000,1170.53,0,FEMALE,PHD,ARMED-FORCES,SLEEPING,WIFE,65000,-49200,2015-01-12,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,WV,NORTHBEND,17,3,NO,1,2,YES,62590,5690,11380,45520,NISSAN,PATHFINDER,2006,0
65,23,1999-12-12,OH,250/500,1000,1099.95,0,FEMALE,COLLEGE,SALES,DANCING,WIFE,0,-71900,2015-01-15,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,NY,ARLINGTON,14,1,NO,1,0,YES,52400,6550,6550,39300,ACCURA,MDX,2005,1
254,46,2004-07-15,IL,250/500,2000,1472.43,0,MALE,MD,TECH-SUPPORT,BASKETBALL,HUSBAND,0,-90600,2015-01-10,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,WV,ARLINGTON,3,3,NO,1,3,YES,63580,5780,11560,46240,VOLKSWAGEN,JETTA,2004,0
440,55,2012-11-07,IL,250/500,500,1275.62,0,FEMALE,ASSOCIATE,PRIV-HOUSE-SERV,READING,OTHER-RELATIVE,0,-56200,2015-01-23,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,NY,RIVERWOOD,18,3,YES,2,1,NO,61400,6140,6140,49120,NISSAN,ULTIMA,1995,0
478,63,2009-06-29,IL,250/500,1000,1292.3,0,MALE,HIGH SCHOOL,ADM-CLERICAL,PAINTBALL,OWN-CHILD,47600,0,2015-02-21,PARKED CAR,REAR COLLISION,MINOR DAMAGE,POLICE,VA,NORTHBEND,5,1,YES,1,3,NO,4700,940,470,3290,DODGE,NEON,2007,1
230,44,2000-06-26,IN,250/500,2000,1009.37,0,FEMALE,COLLEGE,PROF-SPECIALTY,HIKING,OTHER-RELATIVE,45400,-39400,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,SC,RIVERWOOD,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,0
138,30,2002-01-09,OH,500/1000,500,1093.07,4000000,FEMALE,PHD,OTHER-SERVICE,READING,WIFE,27700,-72400,2015-01-06,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,VA,HILLSDALE,0,1,NO,2,2,NO,83160,6930,13860,62370,VOLKSWAGEN,JETTA,2011,0
239,41,2013-11-11,OH,250/500,1000,1325.44,7000000,FEMALE,JD,FARMING-FISHING,PAINTBALL,OTHER-RELATIVE,51400,-6300,2015-02-18,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,ARLINGTON,22,1,NO,0,2,YES,10790,1660,830,8300,MERCEDES,E400,2013,0
93,31,2008-01-14,IL,100/300,2000,1017.18,0,FEMALE,MD,PROF-SPECIALTY,PAINTBALL,HUSBAND,0,0,2015-02-17,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,NC,ARLINGTON,21,3,YES,1,3,NO,48070,8740,8740,30590,SAAB,92X,2014,0
37,25,2003-03-04,OH,100/300,1000,1221.17,0,FEMALE,MASTERS,PROTECTIVE-SERV,GOLF,NOT-IN-FAMILY,49300,0,2015-01-24,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,SC,NORTHBROOK,4,3,YES,0,0,YES,51030,5670,11340,34020,SUBURU,IMPREZA,1996,0
254,40,1994-06-07,IN,100/300,500,1927.87,0,MALE,MD,PROF-SPECIALTY,YACHTING,HUSBAND,0,0,2015-01-21,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,VA,ARLINGTON,10,1,YES,0,1,NO,43280,0,5410,37870,HONDA,CIVIC,1996,1
131,29,2013-07-04,IN,250/500,1000,978.27,0,FEMALE,ASSOCIATE,SALES,PAINTBALL,OWN-CHILD,65700,0,2015-02-03,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,SC,HILLSDALE,5,1,NO,1,3,NO,76400,15280,7640,53480,SUBURU,FORRESTOR,2003,0
230,43,2002-06-30,IN,100/300,2000,1221.14,0,MALE,MD,PROF-SPECIALTY,BOARD-GAMES,WIFE,48100,0,2015-01-07,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,VA,HILLSDALE,13,1,NO,0,2,NO,75460,13720,13720,48020,AUDI,A5,2002,0
313,50,2004-06-30,OH,100/300,2000,1255.62,0,MALE,MD,ARMED-FORCES,POLO,UNMARRIED,0,0,2015-02-02,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,OH,NORTHBROOK,18,3,YES,2,1,YES,69000,13800,6900,48300,FORD,F150,1995,1
210,38,1998-12-19,IN,250/500,500,999.52,0,MALE,JD,TECH-SUPPORT,GOLF,OTHER-RELATIVE,0,0,2015-01-13,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,VA,SPRINGFIELD,6,1,NO,1,2,NO,8640,1440,720,6480,ACCURA,TL,2008,0
101,29,2014-08-31,OH,250/500,500,1380.89,0,MALE,PHD,ARMED-FORCES,DANCING,OWN-CHILD,30000,-53000,2015-02-28,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,SC,ARLINGTON,0,3,NO,2,1,NO,67210,12220,12220,42770,BMW,X6,1996,0
153,37,2005-11-10,IN,500/1000,500,1010.77,0,MALE,HIGH SCHOOL,TRANSPORT-MOVING,BASKETBALL,UNMARRIED,52300,-55600,2015-01-16,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,NC,ARLINGTON,5,3,NO,0,3,NO,42500,4250,4250,34000,VOLKSWAGEN,JETTA,1999,0
337,53,2000-05-04,OH,100/300,500,1205.86,0,MALE,ASSOCIATE,ARMED-FORCES,BASKETBALL,WIFE,0,-34600,2015-02-01,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,ARLINGTON,8,1,YES,0,1,NO,86400,14400,7200,64800,ACCURA,RSX,2001,0
360,51,2001-11-26,IL,500/1000,1000,1526.61,0,MALE,MASTERS,HANDLERS-CLEANERS,CHESS,NOT-IN-FAMILY,0,-32900,2015-01-30,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,SC,HILLSDALE,5,1,YES,2,2,NO,4620,840,840,2940,DODGE,RAM,2009,1
428,53,2014-05-06,IL,100/300,1000,1496.44,0,FEMALE,HIGH SCHOOL,TECH-SUPPORT,CAMPING,UNMARRIED,0,0,2015-02-16,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,SPRINGFIELD,9,1,YES,2,2,NO,6930,630,1260,5040,HONDA,CRV,2013,0
204,40,1991-01-27,IL,100/300,500,1256.2,0,FEMALE,JD,SALES,HIKING,NOT-IN-FAMILY,0,0,2015-01-07,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,SC,NORTHBEND,10,3,YES,1,2,YES,41700,8340,8340,25020,SAAB,95,2013,0
364,51,1992-04-28,IL,100/300,500,1268.35,0,MALE,MASTERS,TRANSPORT-MOVING,BOARD-GAMES,WIFE,0,0,2015-01-10,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,NY,NORTHBROOK,16,1,YES,2,1,NO,77330,14060,14060,49210,VOLKSWAGEN,JETTA,2014,1
185,35,2000-03-04,IN,500/1000,2000,1421.59,0,MALE,COLLEGE,OTHER-SERVICE,SLEEPING,OWN-CHILD,0,0,2015-01-31,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,ARLINGTON,8,1,NO,2,3,YES,4950,900,450,3600,FORD,F150,2011,0
63,26,1995-10-12,IL,500/1000,500,1500.04,6000000,MALE,PHD,CRAFT-REPAIR,POLO,OWN-CHILD,0,-36500,2015-02-13,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,NC,NORTHBROOK,5,1,NO,0,2,YES,5160,860,860,3440,ACCURA,TL,2004,0
210,35,2014-04-25,IL,100/300,500,1433.24,0,FEMALE,COLLEGE,EXEC-MANAGERIAL,YACHTING,NOT-IN-FAMILY,0,-19500,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,WV,RIVERWOOD,11,3,NO,2,1,NO,24570,2730,2730,19110,SAAB,95,2006,1
194,38,2011-01-26,IN,100/300,2000,1231.25,0,FEMALE,PHD,CRAFT-REPAIR,MOVIES,NOT-IN-FAMILY,46500,0,2015-01-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,WV,ARLINGTON,15,3,NO,1,0,NO,53680,4880,9760,39040,TOYOTA,CAMRY,2011,0
294,49,1996-01-26,IN,500/1000,500,1135.43,0,MALE,MASTERS,FARMING-FISHING,BUNGIE-JUMPING,OWN-CHILD,22700,0,2015-02-04,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,WV,COLUMBUS,23,3,YES,1,1,YES,42900,3900,3900,35100,CHEVROLET,MALIBU,2010,0
272,41,1991-04-08,OH,250/500,2000,945.73,5000000,MALE,MD,PROTECTIVE-SERV,CHESS,WIFE,38600,-42800,2015-02-04,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,ARLINGTON,23,1,NO,0,0,NO,84100,16820,8410,58870,FORD,ESCAPE,2009,1
27,27,2002-06-29,IN,100/300,2000,1118.76,0,FEMALE,COLLEGE,ADM-CLERICAL,DANCING,OWN-CHILD,0,-55800,2015-02-26,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,NORTHBROOK,23,1,NO,1,3,NO,61560,6840,6840,47880,FORD,FUSION,2008,0
251,39,1999-04-09,IN,500/1000,2000,1231.98,0,FEMALE,ASSOCIATE,OTHER-SERVICE,HIKING,NOT-IN-FAMILY,0,-31700,2015-01-08,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NY,HILLSDALE,10,1,YES,0,0,NO,44240,5530,5530,33180,DODGE,RAM,1997,0
180,33,2009-04-19,IN,500/1000,2000,1005.47,0,FEMALE,JD,PROTECTIVE-SERV,HIKING,OWN-CHILD,58100,-49000,2015-02-15,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,VA,COLUMBUS,12,4,NO,2,3,YES,57700,11540,5770,40390,JEEP,GRAND CHEROKEE,2002,0
392,50,1991-08-22,OH,100/300,2000,1108.97,0,FEMALE,PHD,EXEC-MANAGERIAL,EXERCISE,NOT-IN-FAMILY,68400,-66800,2015-01-14,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,WV,SPRINGFIELD,4,1,NO,2,2,YES,108030,16620,16620,74790,SAAB,92X,2002,0
143,30,1991-11-28,IN,100/300,500,1392.39,5000000,FEMALE,HIGH SCHOOL,EXEC-MANAGERIAL,DANCING,UNMARRIED,0,-65700,2015-01-12,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,RIVERWOOD,16,1,NO,2,0,YES,54300,10860,5430,38010,TOYOTA,HIGHLANDER,2010,0
371,54,2012-04-27,IN,100/300,2000,1317.97,0,MALE,HIGH SCHOOL,CRAFT-REPAIR,MOVIES,WIFE,34700,-81000,2015-01-18,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,COLUMBUS,18,3,NO,1,2,NO,32280,5380,5380,21520,FORD,FUSION,2010,1
292,42,2007-03-04,IN,250/500,1000,1588.22,0,MALE,JD,MACHINE-OP-INSPCT,CAMPING,OTHER-RELATIVE,0,-53800,2015-01-15,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,WV,RIVERWOOD,15,3,YES,1,1,NO,84600,16920,8460,59220,CHEVROLET,MALIBU,2007,0
165,35,2012-12-31,IL,250/500,500,900.02,6000000,MALE,COLLEGE,CRAFT-REPAIR,CAMPING,OWN-CHILD,0,-49900,2015-02-24,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,SC,SPRINGFIELD,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 SERIES,2008,0
158,33,2013-12-21,OH,100/300,1000,1744.64,3000000,MALE,JD,PROF-SPECIALTY,MOVIES,UNMARRIED,0,0,2015-02-07,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,SPRINGFIELD,4,3,NO,0,1,NO,36400,3640,7280,25480,VOLKSWAGEN,JETTA,1998,0
241,39,2005-04-28,OH,250/500,1000,1260.56,0,FEMALE,JD,ADM-CLERICAL,PAINTBALL,OWN-CHILD,0,-54900,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBROOK,20,3,NO,0,2,YES,37520,4690,4690,28140,JEEP,WRANGLER,2010,0
103,33,1994-09-17,OH,500/1000,2000,1021.14,0,FEMALE,MASTERS,OTHER-SERVICE,PAINTBALL,WIFE,69500,-47700,2015-01-19,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NY,NORTHBEND,1,3,NO,2,3,NO,79090,14380,14380,50330,DODGE,RAM,2014,0
402,54,2003-08-16,OH,250/500,2000,1285.09,0,MALE,JD,FARMING-FISHING,BOARD-GAMES,NOT-IN-FAMILY,48000,-79600,2015-02-28,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,NY,SPRINGFIELD,19,1,NO,0,2,YES,67770,7530,15060,45180,MERCEDES,ML350,2013,1
102,32,2014-09-02,OH,100/300,500,1537.07,3000000,MALE,JD,TECH-SUPPORT,CHESS,WIFE,0,0,2015-02-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,OH,NORTHBEND,11,1,NO,1,0,NO,47400,9480,4740,33180,CHEVROLET,SILVERADO,2004,1
182,40,2011-12-12,IN,100/300,1000,1022.42,0,MALE,PHD,OTHER-SERVICE,SKYDIVING,HUSBAND,50000,-56900,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,SC,NORTHBEND,13,1,YES,0,2,NO,71100,7110,14220,49770,AUDI,A3,2008,0
282,46,1991-08-17,OH,100/300,2000,1558.86,0,MALE,MD,OTHER-SERVICE,DANCING,WIFE,51100,-75100,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,NY,SPRINGFIELD,2,1,NO,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,0
222,39,2004-02-29,OH,500/1000,500,1757.87,0,MALE,HIGH SCHOOL,TRANSPORT-MOVING,BOARD-GAMES,NOT-IN-FAMILY,71400,0,2015-01-17,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,SC,NORTHBROOK,9,3,YES,2,1,NO,55000,5000,10000,40000,SAAB,93,1996,1
415,52,2015-02-22,IN,250/500,1000,973.5,0,MALE,PHD,MACHINE-OP-INSPCT,POLO,NOT-IN-FAMILY,50400,0,2015-02-02,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,WV,ARLINGTON,15,2,YES,1,3,YES,51090,7860,7860,35370,TOYOTA,HIGHLANDER,2003,0
51,34,2013-12-25,OH,500/1000,500,1430.8,0,MALE,PHD,MACHINE-OP-INSPCT,CAMPING,UNMARRIED,0,0,2015-02-12,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,NY,SPRINGFIELD,23,1,NO,2,3,NO,64200,6420,19260,38520,HONDA,CIVIC,2007,1
255,45,1990-10-13,IL,500/1000,500,1192.27,0,MALE,HIGH SCHOOL,SALES,BASE-JUMPING,OWN-CHILD,0,-40200,2015-01-04,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,NC,RIVERWOOD,16,1,NO,2,0,YES,67320,12240,12240,42840,FORD,FUSION,2006,0
143,31,2014-07-05,IL,250/500,500,1163.83,0,MALE,ASSOCIATE,PROTECTIVE-SERV,MOVIES,HUSBAND,37700,0,2015-02-21,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,NC,ARLINGTON,21,4,YES,2,0,NO,76120,6920,13840,55360,AUDI,A5,1999,0
130,28,1991-11-25,OH,500/1000,1000,1003.15,0,FEMALE,JD,FARMING-FISHING,MOVIES,OTHER-RELATIVE,0,-38500,2015-01-23,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,SC,HILLSDALE,21,2,YES,2,1,NO,85020,13080,13080,58860,FORD,FUSION,2010,0
242,41,1990-10-02,OH,250/500,2000,1153.54,6000000,MALE,MASTERS,PROTECTIVE-SERV,POLO,UNMARRIED,0,-57000,2015-02-12,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,NY,NORTHBROOK,3,3,NO,0,1,NO,68090,12380,12380,43330,TOYOTA,COROLLA,2009,0
96,27,2009-02-17,IL,100/300,1000,1631.1,0,FEMALE,HIGH SCHOOL,PRIV-HOUSE-SERV,EXERCISE,WIFE,0,0,2015-01-23,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,ARLINGTON,4,1,NO,1,2,NO,6030,670,670,4690,NISSAN,PATHFINDER,2007,0
180,35,2005-07-17,IL,500/1000,1000,1252.48,0,MALE,MD,MACHINE-OP-INSPCT,YACHTING,WIFE,0,-55800,2015-02-10,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,OH,SPRINGFIELD,17,1,NO,1,3,NO,5100,1020,510,3570,CHEVROLET,MALIBU,2000,0
150,30,1994-03-12,IN,100/300,1000,1677.26,0,MALE,COLLEGE,SALES,YACHTING,OWN-CHILD,40100,0,2015-01-10,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,SPRINGFIELD,7,1,YES,1,3,YES,4590,510,510,3570,VOLKSWAGEN,JETTA,2013,0
463,59,1994-08-03,IL,250/500,1000,979.73,0,FEMALE,JD,EXEC-MANAGERIAL,YACHTING,NOT-IN-FAMILY,51700,0,2015-02-12,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,SC,COLUMBUS,14,2,NO,1,2,NO,72400,7240,14480,50680,CHEVROLET,TAHOE,1999,1
472,64,2012-08-25,IN,250/500,500,989.24,0,MALE,MASTERS,OTHER-SERVICE,SKYDIVING,NOT-IN-FAMILY,0,0,2015-02-21,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,NY,NORTHBROOK,13,1,NO,2,3,NO,70900,14180,7090,49630,MERCEDES,ML350,2002,0
75,25,2011-12-02,IL,500/1000,1000,1389.86,0,FEMALE,ASSOCIATE,PRIV-HOUSE-SERV,HIKING,HUSBAND,0,0,2015-01-18,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,WV,SPRINGFIELD,23,2,NO,2,3,YES,65100,6510,6510,52080,SAAB,93,2011,0
193,40,2005-02-25,OH,100/300,500,1233.85,0,FEMALE,COLLEGE,HANDLERS-CLEANERS,CHESS,HUSBAND,0,0,2015-02-28,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,PA,HILLSDALE,23,3,NO,2,1,YES,64260,0,14280,49980,FORD,ESCAPE,1999,0
43,43,1997-11-07,IL,500/1000,500,1320.39,0,FEMALE,ASSOCIATE,ARMED-FORCES,YACHTING,NOT-IN-FAMILY,0,0,2015-01-19,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,WV,ARLINGTON,16,1,NO,2,1,NO,79970,7270,21810,50890,HONDA,CRV,1996,1
253,41,2004-04-20,IN,100/300,1000,1435.09,0,FEMALE,COLLEGE,MACHINE-OP-INSPCT,BUNGIE-JUMPING,NOT-IN-FAMILY,36600,0,2015-01-11,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,SC,NORTHBROOK,17,1,NO,2,0,NO,56610,6290,6290,44030,CHEVROLET,TAHOE,1995,0
152,30,2009-11-17,IN,500/1000,500,1448.54,0,FEMALE,JD,CRAFT-REPAIR,POLO,WIFE,58600,0,2015-02-11,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,VA,NORTHBROOK,9,1,YES,1,1,NO,84590,7690,7690,69210,TOYOTA,HIGHLANDER,2000,1
160,38,2009-09-19,OH,250/500,500,1733.56,0,MALE,HIGH SCHOOL,SALES,SLEEPING,WIFE,0,-43800,2015-01-09,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,SC,HILLSDALE,13,3,NO,2,1,YES,66780,7420,14840,44520,MERCEDES,ML350,1996,0
56,36,2009-11-08,IN,100/300,500,1533.07,0,MALE,JD,FARMING-FISHING,EXERCISE,OWN-CHILD,0,-28800,2015-01-20,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,NC,SPRINGFIELD,13,1,YES,1,2,YES,58500,0,6500,52000,FORD,ESCAPE,2001,0
286,41,2001-09-12,IL,100/300,500,1106.77,0,FEMALE,COLLEGE,PROF-SPECIALTY,GOLF,OTHER-RELATIVE,45500,-62500,2015-02-26,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,COLUMBUS,3,1,NO,2,0,NO,5000,500,500,4000,DODGE,RAM,2003,0
3,29,1992-11-27,IL,100/300,500,995.7,5000000,FEMALE,JD,PRIV-HOUSE-SERV,CHESS,UNMARRIED,0,0,2015-02-02,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,PA,SPRINGFIELD,3,1,NO,2,1,NO,5000,500,1000,3500,MERCEDES,E400,2008,1
